"Compound.Name","RT","X1_B_2","X1_B_3","X1_B_4","X1_C_1","X1_C_2","X1_C_3","X10_B_2","X10_B_3","X10_B_4","X10_C_1","X10_C_2","X10_C_3","X14_B_2","X14_B_3","X14_B_4","X14_C_1","X14_C_2","X14_C_3","X15_B_2","X15_B_3","X15_B_4","X15_C_1","X15_C_2","X15_C_3","X16_B_2","X16_B_4","X16_C_1","X16_C_2","X16_C_3","X17_B_2","X17_B_3","X17_B_4","X17_C_1","X17_C_2","X17_C_3","X18_B_2","X18_B_3","X18_B_4","X18_C_1","X18_C_2","X18_C_3","X19_B_2","X19_B_3","X19_B_4","X19_C_1","X19_C_2","X19_C_3","X20_B_2","X20_B_3","X20_B_4","X20_C_1","X20_C_2","X20_C_3","X9_B_2","X9_B_3","X9_B_4","X9_C_1","X9_C_2","X9_C_3","blank03","blank02","blank04","blank01","QC01","QC02","QC03","QC04","QC05","QC06","QC07","QC08","QC09","QC10","QC11","QC12","QC13"
"TG 46:3|TG 12:0_16:0_18:3'TG'[M+Na]+",10.7,330478.2021,311515.8082,291122.9179,320021.9366,387109.756,296219.9732,348500.3574,269850.414,269598.065,241813.237,332602.1088,296374.7509,262279.2807,1628417.399,266069.6839,241532.9419,6165110.52,294151.4128,325461.3662,309288.038,294275.63,282802.3368,245479.0028,268949.2919,240826.0099,292367.2217,357073.2289,303184.2316,344575.3213,310176.0914,296017.4858,290905.3051,215978.1551,262536.3225,289724.2113,251883.6466,279027.5076,476566.4875,264404.1105,246783.2491,243429.1527,309388.2183,246506.2703,223949.8953,295979.7889,285601.4427,314625.8836,312894.7419,324300.8132,277363.9167,389307.1874,293070.0811,343104.7149,202612.7669,218240.7372,367256.6388,269789.6191,274629.6046,244717.2153,190681.2039,185740.7355,190327.1671,251459.9587,325275.97,318271.0538,322450.2435,316931.5232,291283.6876,289219.6218,301402.1777,289194.0212,298769.3122,289591.844,293730.645,286143.1449,285474.6292
"TG 56:3|TG 16:0_18:0_22:3'TG'[M+Na]+",12.37,151514.0741,149757.0546,137010.5343,150964.9087,137892.646,156690.3282,125498.0793,158433.7656,170233.4832,160303.841,137125.359,149579.4055,139951.3564,873757.3302,136461.7757,155127.699,1494090.28,157013.3468,172338.3586,167594.5567,172740.3612,172954.7755,161301.3655,153154.1436,163556.6836,166009.95,147702.6078,149274.294,221752.6187,185312.7671,184603.7769,166978.4214,210102.539,234868.8953,209077.8964,188410.686,164331.1647,621933.0109,195845.2152,181539.8128,166913.5367,166742.9359,169852.574,162292.6113,169131.8211,230335.7861,162965.2342,146934.077,194109.6314,193917.8822,162866.4998,203152.5995,191849.0863,161587.6365,158351.017,133458.1276,137804.3325,155827.0019,153359.3082,120145.0409,126802.5842,122159.2119,154569.9271,188417.5384,186639.4841,191979.2996,203597.4401,208747.4551,181368.8617,192964.0335,180841.1297,184729.9509,186300.2592,189089.869,186194.811,185722.2394
"TG 46:2|TG 16:0_14:1_16:1'TG'[M+NH4]+",10.96,709020.8033,749617.5104,628406.2897,734328.7441,847995.0988,707494.9025,878965.6027,624398.7208,763610.3955,664568.9726,849094.2883,760169.8131,637935.4233,5695474.846,655342.4034,500503.6946,31955470.38,597308.4907,782742.019,745436.327,716123.4739,705697.3188,628688.6604,674495.5406,645336.809,755235.8485,880009.0257,637911.7577,872026.975,713656.4205,670518.6638,663763.6605,555069.9875,561781.3936,673991.2304,626727.1693,666610.3014,1386871.384,688097.3148,568771.4302,639477.1964,743825.3339,580244.9789,534734.304,726815.335,723155.7762,772018.1347,735999.4071,735985.4616,701173.5542,942049.7068,727473.7193,769673.2882,583538.8138,490671.691,849740.6996,665869.7635,717046.8818,549086.6106,423896.5972,426594.176,508120.7532,698976.267,726945.8006,796562.2623,787392.3991,713455.8421,742149.1891,728902.8055,719374.2255,715097.0179,711223.6308,708851.6645,698063.6199,685580.9591,614611.9792
"TG 51:2|TG 16:0_17:0_18:2'TG'[M+NH4]+",11.85,366538.9437,382949.1267,338169.9384,327931.484,377683.6774,335792.1143,329661.2389,304005.9941,349259.2983,313505.5172,334134.2708,317737.3304,314887.7212,1924890.681,311243.3809,299909.2016,2429170.892,339400.8391,314736.0967,310051.544,296437,306346.4618,301146.0412,319587.0477,275419.2154,281684.4861,349304.6989,319685.3463,411651.0022,312205.1059,299201.6573,298240.3661,303350.0938,317152.2584,340769.1157,304345.2056,308189.6487,845271.3139,357603.2616,329462.8202,329560.1859,370917.0538,300718.8872,290225.706,353422.2094,417726.1592,382790.7779,315807.2614,349823.0811,329984.0055,372781.9127,323208.3742,369285.6503,312127.4325,298443.5578,385801.1887,309529.9911,374273.4755,292844.9504,278376.4177,267635.6603,267798.2239,412718.7981,469871.0062,453547.5156,455176.3788,458860.9383,437447.4959,423475.5109,417773.9944,409535.4158,415426.4601,394557.7598,399126.8897,400153.4982,396878.8658
"TG 50:1|TG 16:0_16:0_18:1'TG'[M+Na]+",11.93,2122986.563,1910527.832,2033701.572,1627802.912,1855499.144,1955440.144,2143633.064,1816296.895,2535164.314,2386439.1,2177248.696,1946294.346,2035095.785,2184153.059,2057145.664,1911467.672,953176.5521,1961122.667,1959743.155,1998117.5,2088001.447,2184165.292,2222673.554,2315912.543,1841720.461,1665150.278,1899721.023,2031540.403,2418996.229,1740815.142,1461938.457,1719114.771,2026414.232,1961336.619,1634649.829,2073062.978,1742543.017,2506081.284,2159987.178,1970497.7,2012914.986,2085442.994,2019054.371,1927768.538,1917822.315,2334986.914,2084234.886,1671553.774,2354599.179,2246389.363,1995848.707,2188140.373,2131105.238,1952967.36,2231501.56,1914474.795,1924254.441,2086794.201,2068247.213,1183245.122,1426328.091,1529990.251,1947121.557,2339797.24,2297533.62,2198519.012,2243401.535,1853813.728,2045424.599,2082847.81,2003611.269,1939796.551,2010766.674,1996315.879,1691304.25,1899134.646
"TG O-51:8|TG O-15:4_18:1_18:3'EtherTG'[M+Na]+",11.34,538196.6085,564221.4042,505217.6669,526106.4514,634675.2652,516524.9281,594364.6383,518627.4458,559280.136,503502.706,618285.3361,567407.2077,445197.63,718137.8579,442032.6067,416832.9394,370864.5353,489898.8481,542705.457,508303.4571,486122.8365,500653.1651,485242.0131,549981.4965,504367.0505,497291.9033,622321.3579,526369.1956,619872.2188,487864.247,444953.6874,432268.7841,427910.4193,461432.3692,479544.6793,451299.3692,504101.3782,675155.5816,526831.7148,485835.2147,473588.7603,537961.6058,405314.9945,378978.1819,532680.6503,560786.2581,582187.5975,501153.8363,520781.0523,480712.7775,600805.3939,491919.9955,558054.6341,436032.5464,381270.2768,574418.0736,477482.2611,552605.5737,443009.1494,388834.7566,393153.5702,378799.2681,460922.9952,607975.6039,580408.9664,584064.5372,572166.7591,512612.7877,540869.769,519762.2222,524137.584,516157.9712,492772.7965,496262.2614,504590.5376,488259.0001
"TG 44:2|TG 14:0_14:1_16:1'TG'[M+NH4]+",10.55,268927.7855,233254.3893,236598.3346,261983.6552,341132.1213,244710.1285,300646.3401,224489.2522,243112.8979,188206.7735,291665.3514,254580.5481,209953.7603,1396481.577,210243.508,189687.7934,15139752.62,217430.3036,284812.0591,257464.209,251872.2396,189835.0055,192903.9356,234279.2353,205122.8569,233729.377,297020.707,238730.1011,242262.8387,225385.599,231457.2326,210647.8142,186863.5145,184704.1657,199228.1352,191206.5385,228601.3852,345894.9144,217289.2106,201231.7775,196288.0238,216806.5462,188731.7272,159025.458,237091.0198,237978.656,260913.3206,238397.1226,251945.583,219221.7844,329769.9003,204530.2135,265759.8342,202686.0171,156149.4333,303012.4587,224364.9777,206797.051,198297.9618,163986.7279,161337.9361,151728.1681,260804.7567,274708.6212,237061.5525,270321.7117,253194.1292,248797.3064,251239.6178,237788.2375,220020.372,237350.3816,241452.6268,233928.8397,202044.5362,225705.2238
"DG 32:0'DG'[M+Na]+",7.8,401953.0054,332938.4911,251148.1041,300437.8244,382041.042,422062.4782,380467.1959,332771.4037,378791.6502,563686.4846,532188.4325,582962.3413,394955.8292,357069.842,563789.4637,276558.367,707529.2274,380138.755,285845.0656,224347.8223,317805.3124,426204.5061,922081.1108,872490.7356,319705.3497,262912.334,328719.2275,513382.5584,477443.4808,158344.3538,165702.4246,203437.9057,271429.5472,382011.4601,247697.2754,300115.0088,270323.9331,251861.8673,438487.3809,626921.4941,531797.0155,248520.4039,281924.0667,235278.1407,266242.4679,399432.2012,367345.0895,248610.9185,273168.3639,273699.5892,271342.6202,336568.4415,297415.758,410280.6957,429558.842,286201.309,395641.8923,670372.2899,704188.4528,314773.3466,239126.5671,250577.2285,371159.5542,421037.6993,411387.5724,414818.1983,388148.6314,377480.1347,375674.2879,369996.4993,368530.0089,362200.3366,348165.5677,363416.5795,372866.1053,380115.1809
"TG 52:1|TG 18:0_20:0_14:1'TG'[M+Na]+",12.24,1248745.157,1232038.417,924361.0817,952831.8257,786864.0109,1027803.422,1123137.984,1151973.587,1483930.687,1367201.165,1093215.291,1146302.879,1042536.005,2347360.284,1088357.856,1097494.085,1301410.149,1178121.563,1175846.698,1096040.142,1192067.092,1245764.936,1201324.739,1042124.305,928823.4072,1013408.959,1009450.777,926651.4805,1482792.24,987068.7403,971561.6894,883334.9407,1197792.196,1213974.822,1061043.92,1257644.651,949353.5607,2088881.926,1263735.183,1076697.707,1051002.55,1132309.152,1247925.928,1079294.607,1131935.975,1503277.775,1119832.642,1032965.32,1294331.035,1380407.893,1012104.41,1274214.304,1234091.129,1224610.81,1223891.892,1017687.253,1099814.614,1213315.378,1026628.82,822322.4485,860468.2329,843336.7847,1039912.639,1249592.979,1208040.606,1210956.95,1230324.744,1175174.706,1085299.947,1113317.077,1082948.159,1096808.158,1075375.677,1072879.015,1056708.714,1053581.379
"TG 46:1|TG 14:0_16:0_16:1'TG'[M+NH4]+",11.23,1237223.026,1045087.665,1088244.736,966719.6873,1144543.002,1001915.207,1367072.77,1086564.117,1210469.091,1061724.7,1275704.828,1176457.809,1109170.605,9525095.83,1080228.019,915321.0808,24746964.56,1080426.929,1326796.029,1261278.888,1249029.919,1359044.307,1215058.664,1343147.678,1134643.626,1351880.459,1174954.084,1061981.233,1471956.715,1064501.316,1018498.441,1047236.922,936652.4134,1024581.145,1050154.095,1045370.305,998799.3688,2249050.611,1149757.888,1096031.881,1065281.724,1213066.462,991828.9279,900295.5044,1011982.624,1079187.675,1104410.781,1172631.954,1336738.277,1312760.287,1380170.977,1152472.286,1446202.532,1028866.497,1018623.799,1095705.907,953745.1947,1155352.754,1074283.987,795582.1228,807050.941,820938.1243,1221799.062,1313547.775,1206309.431,1245242.774,1192639.587,1206720.478,1080197.829,1041150.941,1030315.387,1083275.968,1154290.545,1144259.928,1082521.035,1104241.39
"TG 44:2|TG 10:0_16:0_18:2'TG'[M+Na]+",10.54,406810.1964,430927.5185,400824.3838,437646.9791,533057.5984,405660.6527,482825.8502,372729.3352,394089.8838,353706.7638,473237.7905,416757.344,345874.5326,1696794.063,341839.4808,322089.5765,6548194.37,401017.3608,460469.0231,433767.6954,406462.3657,357357.1867,327162.039,380755.5839,320697.0764,383552.7169,467513.7154,389308.9425,446593.6883,397971.4995,383377.6113,370761.8681,296968.5757,332411.9168,380365.6511,322891.0224,374073.4613,537982.9963,342842.4337,340731.7851,331608.2593,403701.6029,305817.6846,294126.5364,385666.4532,369721.6514,398018.1238,413201.8344,403343.3604,355650.3514,525990.1878,372469.8376,460570.6703,326757.1054,293691.663,492889.3095,363722.5219,369847.8141,328693.085,298662.0606,302459.5837,300346.697,409860.7465,440277.0269,428600.672,425401.8772,418319.061,384980.3708,392434.3462,403052.6471,389735.4783,393507.1004,390869.7328,382567.4215,381500.9599,374886.2971
"TG 48:1|TG 14:0_16:0_18:1'TG'[M+Na]+",11.6,1594114.795,1712272.413,1440552.453,1483135.437,1696595.076,1691251.568,1816546.102,1694527.316,1837399.942,1857284.878,1945079.177,1837445.688,1453611.587,2416237.446,1499605.297,1461935.18,1094894.038,1655521.47,1704938.924,1671085.762,1647129.501,1842872.731,1762579.801,1690257.761,1215311.339,1294723.03,1601146.636,1560911.883,1993896.552,1325832.378,1291118.571,1356487.069,1402447.49,1376156.438,1462754.805,1410545.409,1629437.445,2186575.952,1600943.881,1615717.811,1395115.785,1697006.546,1355098.029,1375347.463,1507804.225,1810745.106,1795365.744,1583787.146,1817794.358,1488241.91,1737146.574,1488371.056,1826713.931,1581405.37,1475335.345,1694114.275,1643343.777,1838267.477,1458375.948,1286392.109,1228010.404,1108267.559,1634780.658,1693896.512,1759436.418,1726154.239,1699425.852,1434711.255,1529904.756,1572348.852,1547572.003,1540434.151,1581146.191,1561228.821,1548522.994,1543831.781
"TG 46:1|TG 14:0_16:0_16:1'TG'[M+Na]+",11.23,1376538.174,1234931.622,1215373.049,1207842.816,1246622.748,1161355.973,1375979.796,1366683.565,1360276.36,1277030.152,1445947.518,1293171.35,1146326.786,3790989.465,1222514.368,1105785.93,2817627.132,1148175.659,1492371.403,1434656.584,1427691.506,1446078.018,1318980.113,1431891.339,1171153.113,1376177.772,1279750.133,1216311.155,1456948.1,1077565.33,1036619.459,1189645.821,990760.313,1170788.317,995700.0963,1055131.859,1189458.52,1995914.793,1292748.875,1279547.645,1109751.166,1358454.57,1113608.914,1044760.579,1289330.09,1200235.954,1237328.056,1220794.89,1542930.159,1320795.42,1550749.022,1358565.664,1444402.363,1099451.012,1180905.667,1299937.35,1151761.855,1411434.306,1147856.271,988152.7406,1022278.111,1017961.642,1375371.644,1329142.742,1426535.128,1292454.412,1276586.234,1140069.502,1192415.306,1194326.008,1183399.1,1164276.939,1301499.641,1311437.626,1175544.681,1151610.205
"TG 54:1|TG 18:0_18:0_18:1'TG'[M+Na]+",12.53,310700.1464,261929.4193,237440.4537,240528.1059,262347.708,277265.0057,259135.1425,274285.6957,306890.4228,289463.9596,247928.6262,260390.5906,280106.7435,2490397.36,274995.6416,265567.1608,2130899.683,268965.7523,280426.3951,284912.3253,265080.3011,277731.6153,266871.1641,269701.9026,280036.9682,303147.323,255396.1961,258548.8573,376238.1516,277908.9144,293674.74,293452.861,274935.4541,286203.9951,287225.4597,282811.1374,265336.1855,654222.1003,290255.0978,294918.6067,297046.0552,272376.1921,263244.4136,257576.1402,248487.2657,369700.7393,284299.3014,256616.7773,364335.3991,297004.5238,282162.6941,335580.8035,322410.8557,287012.7913,314338.4828,272396.9703,254300.2777,288236.7458,260776.1184,233404.6557,259790.0488,252021.1074,278395.7108,294615.5318,294145.7041,305504.5197,290766.3447,284565.899,270419.656,283465.7672,273330.0253,271154.6834,271430.4618,268354.9728,269642.5266,264790.9625
"TG 54:1|TG 18:0_18:0_18:1'TG'[M+NH4]+",12.53,231765.2616,216599.3398,187847.2076,176412.4335,178727.0846,176217.9023,227550.8721,195226.8647,233409.3944,191991.2519,198765.2822,185314.214,187362.9646,5722336.314,212108.5913,191457.3962,14915020.37,200043.0989,232432.1586,198096.483,207980.8177,203952.7978,232668.1858,205862.6344,233276.7837,195952.9731,194650.5812,188445.2624,274734.4766,236623.5967,185209.1817,196214.1362,251671.1531,262173.3343,205758.8081,205729.6108,218648.4074,541960.3122,230852.6181,212105.8938,213639.1699,190661.3077,237912.0595,193740.6034,205069.0621,264217.2216,209875.0268,197320.1243,245589.2239,251785.1946,188887.7209,236963.8951,221523.1879,230221.0807,210239.3695,213993.8692,225569.5187,216630.0102,195124.6485,191801.3256,195879.8511,191784.5123,276619.6281,237365.375,270235.1994,238280.6533,230207.4092,260704.1065,244714.3158,219368.1035,217598.6033,197636.5847,240984.6079,230527.1358,230514.6893,201628.7137
"TG 44:1|TG 12:0_14:0_18:1'TG'[M+NH4]+",10.83,528551.2556,533873.2731,494537.1666,512646.158,602750.2002,513578.4509,590624.3122,494165.6106,552605.3217,487471.1284,608591.8862,477574.2823,421043.9742,3220814.989,485380.7366,417791.0101,20057649.88,491845.2666,576190.7824,541325.7899,547668.6609,528310.1222,484390.1034,553827.2825,478112.2646,571220.0623,582237.3813,500509.0187,587540.643,479396.8492,450885.41,500004.8686,416008.7867,451054.9056,471724.9557,435544.8633,493846.4319,783755.1834,475965.8574,447529.3148,438930.9496,527317.7071,416006.9277,393406.7807,507588.2812,517272.5414,529990.5871,527099.7472,532826.5,516299.2633,650099.3001,522838.7194,606625.2552,436751.1982,427054.4214,550489.8097,476261.9389,525943.8813,460907.5986,416318.8661,407282.618,432479.28,662518.2345,574389.3782,565353.7323,555688.7995,549487.653,525959.4129,523153.3556,516065.7167,495556.9613,511772.6261,497119.5818,502746.8046,489541.2196,438328.4456
"SM 37:3;2O'SM'[M+H]+",10.06,206799.8643,206640.7896,188838.5808,203141.1497,244456.1575,181654.751,216904.7217,153470.6424,187521.707,172479.611,227006.6697,189462.7864,150655.9851,412719.9949,149861.0187,148517.4396,1982134.315,186346.5889,217969.3359,196038.9141,191434.8121,150667.9387,141805.7237,174497.0992,182453.9157,201850.0914,229669.7166,191863.976,209776.7251,205218.6771,187236.1865,188609.3413,151752.3747,177371.9126,188436.4859,181706.9587,188403.6544,238909.8302,177158.1463,171586.5274,165321.3026,185535.9547,154411.7714,144664.6838,183532.9349,184410.2698,192472.8135,201185.9364,164993.7722,160412.342,234977.7803,169693.5788,209512.8497,137415.9464,130558.6771,210384.391,144524.297,149311.2774,135364.8155,174171.6089,170553.339,175451.2979,202986.3651,209317.5794,204640.9333,201624.8209,192600.9396,181303.659,187958.0453,186797.0748,179864.413,178766.6783,177340.6528,183433.5182,178796.2235,177630.1085
"TG 56:2|TG 18:0_18:1_20:1'TG'[M+Na]+",12.59,155448.6278,163539.5011,152540.0376,145259.8273,141203.2478,149428.9453,150838.7705,157899.7683,171771.4325,152321.5837,153429.5958,149449.8105,154222.0675,1221475.229,155520.4413,158886.5129,1943083.661,159402.25,171339.4614,166667.7102,168544.9236,168891.2467,166417.3677,163537.7285,165604.5922,166680.6161,151647.2644,155344.9987,194315.3642,179872.6485,177642.1486,181129.18,203142.2306,222698.247,210700.7562,182510.8633,152885.0181,398014.468,187080.8457,176564.2909,146468.7974,162266.5491,166976.8695,160680.8261,158390.0014,210468.4256,165184.1498,158989.2465,194817.5161,192833.1686,163610.1218,200580.8082,181695.8918,160933.2093,158680.5059,148305.7213,154764.0355,165888.134,155502.3653,154352.6368,152382.3693,154536.0417,190799.8746,179280.9947,173275.3671,175854.4572,174508.9562,171861.3312,161328.4556,167350.2792,162321.1913,166707.3389,163997.8332,166919.3571,163962.4942,168015.9976
"TG 51:3|TG 16:1_17:1_18:1'TG'[M+Na]+",11.62,227441.5325,226443.6591,217476.891,223245.8933,241075.8317,215392.5089,190042.5921,197333.6217,202489.657,196176.3453,206338.5296,200922.9207,202675.4187,334420.8328,203280.3898,203331.7006,187543.8061,208831.9422,196841.0042,197018.6359,190775.3716,198630.2219,191171.9297,200495.9681,183318.5587,186203.0649,216861.2226,198528.6715,222811.6284,215295.8459,208543.7356,205715.9221,196896.0708,217104.7244,227639.6239,201780.0196,202879.4592,291097.5847,220858.2998,212046.2616,214349.8914,214348.1226,194172.5906,191737.3671,212094.6262,227298.7598,222001.8427,206528.3769,213445.3258,204187.7066,230485.197,207276.5165,222568.5271,205994.228,193158.5494,242999.0482,213471.1697,218236.3686,200672.6174,205555.3144,209359.7339,208263.9227,254169.6407,237023.2539,236134.005,234566.7423,226092.1563,211600.9833,214354.9074,220665.6995,211942.4232,217367.2704,216979.6512,210493.9324,214389.3973,213255.1379
"TG 44:0|TG 12:0_14:0_18:0'TG'[M+Na]+",11.13,441532.2924,362603.5526,341195.6565,322596.9361,410770.2036,398469.539,370310.5797,397703.9661,415981.7602,331300.2249,428732.4567,453185.2171,390827.5614,765572.4681,390635.4537,407913.1634,390303.8658,395662.8127,475660.8271,412394.3278,452692.7059,512912.4219,415351.9659,444850.8779,356710.8866,427132.0221,398950.8521,318082.5758,409607.1812,363093.6954,301701.7806,362813.5004,395576.0911,416374.599,427328.0188,423035.7006,351831.5829,516959.0626,374868.403,402347.1427,350317.6334,403582.0989,353139.1021,396791.3621,396482.8989,356257.9814,392043.1182,364645.3379,495896.4511,414906.6499,381449.5869,435684.3837,418093.3015,419663.4048,433232.9826,345639.419,384578.515,471447.0901,447586.6898,407672.4587,390317.7289,386032.5747,480056.8092,432412.4909,440196.2699,434843.1517,427998.1936,388386.8258,399700.0093,402027.4803,391914.9517,391049.6424,395045.9688,397498.8542,378223.7062,383034.1591
"DG 49:7'DG'[M+Na]+",11.23,367643.6649,387530.5302,346811.3717,349666.3312,358868.6009,353500.2264,384941.9598,370391.1104,419926.7097,383098.6266,427546.8653,382953.8668,351005.4092,573167.536,246155.626,312346.4168,326678.7911,352657.3865,386333.8513,378249.1927,372814.1855,412434.9453,392350.7884,431431.2238,380088.537,371144.3924,390515.2435,362263.4596,382466.2224,328953.8625,307918.4569,310882.3653,312765.9838,337812.6178,316991.8201,330938.6085,356317.4973,437555.0886,371516.3942,348705.0144,223166.6825,363402.8599,305068.693,288927.619,358182.928,380777.2481,311119.5218,368846.3789,441537.874,394736.0337,396167.6558,382425.6032,422819.3627,328885.0615,320783.4478,272388.3011,350152.0689,396601.169,221808.3191,374360.8075,373408.4765,362314.5994,443967.6945,411923.6325,404284.0053,398050.1322,390499.8761,357220.9636,369844.2826,355434.5558,364253.2566,357906.691,343169.6762,341819.8043,353879.7986,341116.6154
"TG 46:0|TG 14:0_16:0_16:0'TG'[M+NH4]+",11.51,576394.3234,631570.9745,561587.9526,551027.4487,622309.2402,532807.0266,497824.0745,404383.2736,655616.8343,579407.1045,629762.4264,532570.2941,533903.9614,1985538.603,481912.9135,378405.5202,2570516.554,544435.7618,454102.1375,434259.9461,436486.9746,599811.8699,479037.1903,528699.9255,516732.4927,471605.8944,576672.0692,527614.1509,631141.5158,553967.8161,408227.5874,517267.6779,527132.9809,472531.0074,404556.6736,610019.0325,589839.0896,838914.3425,629414.4169,587313.7996,405553.5883,594685.2048,426379.2236,474206.2723,501830.1169,587008.9486,523017.2029,533718.9419,501183.1943,457418.7794,614681.8132,611488.6866,610717.8559,523957.9327,570575.0045,487021.2216,456855.9298,486959.1732,432765.0891,412980.34,537476.4423,603002.481,843270.8301,595727.1991,584303.0772,584419.1849,559781.0558,554683.7726,534086.2386,528915.007,516099.1003,507783.493,491314.0799,501398.2822,480025.1314,493033.4158
"LPE 18:1(d7)(IS)'LPE'[M+H]+",1.71,394726.5799,387107.7991,353437.5217,333365.8787,380089.039,344297.0588,334137.4057,336134.5238,382288.9739,343626.0806,390506.2036,339243.9851,349278.8316,380938.0727,383511.2021,351432.4028,349746.6388,333727.0989,409713.9783,380795.7643,341556.0263,346963.6337,371578.3377,373791.8161,385168.2477,349265.3193,377873.2455,346949.5946,350586.9753,377516.2612,315124.7725,336666.4694,365288.0787,411154.014,377035.0198,374170.2553,334662.1051,343015.9811,385925.7908,324752.1685,329781.9677,347120.8416,329761.0911,333843.4646,371549.0966,382562.4065,365975.696,315807.4498,372035.6234,344218.5285,309533.232,349566.3531,340007.5747,369050.802,340368.1041,350328.5585,403733.2223,373670.2655,368950.5184,387335.9135,412892.7817,387955.194,477916.6144,410812.6108,398692.4722,392565.7155,390113.6212,369250.0246,364886.3644,363241.3009,349345.0847,342471.5417,350401.2978,335903.1807,344028.1623,337485.4373
"TG 47:3|TG 14:1_15:1_18:1'TG'[M+Na]+",10.93,119028.9749,125566.7275,119119.1805,120823.3003,126915.3622,120149.1269,118191.3943,116926.0876,121503.3357,115841.8574,121274.8556,117819.1183,118486.2117,216860.2295,124628.8377,115988.3847,390304.3093,121484.269,117132.1932,116302.4965,117237.6301,113616.9268,117027.3536,118489.7662,112725.2859,114557.7771,119147.4105,116490.4256,124077.2238,122599.9723,117313.8396,121782.4204,116470.6929,120676.6185,122254.6336,119225.7426,116018.2982,132956.3149,122233.7634,115483.9402,116617.5258,120814.4288,117901.6318,115577.7047,123509.9392,123335.3654,121678.4483,125961.6354,128791.1799,120250.2488,123834.1,116195.6374,124869.4028,113378.9288,113994.8225,125253.3721,115632.2023,122750.0909,115928.9882,133439.7631,128973.5142,129052.0467,169327.8942,126794.7784,126790.2394,126797.593,119905.1932,116752.3332,116764.7747,119617.2801,118342.4555,118906.1171,115020.8154,116705.6361,118069.421,116739.093
"TG 44:0|TG 12:0_14:0_18:0'TG'[M+NH4]+",11.13,346527.1101,369051.3938,354290.7311,308801.4651,375708.2671,302135.5834,360344.7582,342874.9423,381986.1474,356847.319,341260.855,379945.5537,393246.9389,1737105.914,407494.8516,350188.8549,4375662.065,372028.228,341396.2073,317000.0837,366487.0196,399792.7182,381525.7549,417389.1592,337447.943,405769.239,326694.5459,322891.2627,404670.0806,388088.9152,317030.7204,389289.1394,362028.5505,379937.3377,356983.1825,391686.4461,341079.6134,522305.4285,404670.1669,377809.9471,366663.9974,361042.1552,357609.7718,356280.4319,313964.1977,338178.0988,400080.2028,311731.0684,445906.0675,397464.6258,446220.5509,386208.1172,431575.5558,368602.613,387482.5005,341313.8817,389665.4826,379356.6312,393567.01,381804.4585,351312.793,383621.6108,590518.6824,445816.6741,409548.4,388963.9131,362405.5883,362131.7309,318931.0797,334042.9659,317424.022,337059.3958,344925.8528,322185.8829,381809.0235,368457.7995
"TG 47:1|TG 15:0_16:0_16:1'TG'[M+NH4]+",11.43,540671.9179,580754.0211,532441.7283,527169.0023,552817.5186,537442.6728,541085.5936,531909.6663,574878.2141,535101.639,580857.6758,533863.1258,551958.7055,1130030.349,561542.865,507110.6733,1467299.691,523805.6628,529902.3687,524413.8054,544802.9724,538945.8901,543783.788,550456.0183,527859.2443,522800.449,538843.6044,528346.2221,543531.1567,535979.654,519190.9554,527207.8529,528013.2644,556822.6402,527042.9374,529431.1831,528128.9848,612993.0402,565567.3042,523004.4707,516170.2891,556029.7147,526408.6182,446761.2972,547614.4861,570159.3999,554025.714,544852.762,515000.8464,555766.0827,568545.8713,556288.4717,572894.1257,540414.2847,538698.3086,561366.9565,539772.233,576482.4022,541913.0437,596200.3177,613825.2579,620273.8401,892169.7199,591704.3438,585919.8074,576150.0934,568812.5822,530314.7382,549544.1027,538821.1058,530053.9653,530661.1411,536629.3149,534496.4077,524895.7256,531438.3716
"TG 40:0|TG 10:0_12:0_18:0'TG'[M+Na]+",10.28,426261.1796,395338.4614,381748.4379,425426.4201,382975.701,395483.3634,398810.5152,366092.0634,459364.366,377228.1175,451427.1871,389400.5252,367953.922,570674.4116,393122.9393,371405.6499,882544.8159,378320.9907,401075.6577,409440.9777,386157.8597,398579.299,367161.1898,403884.8879,383277.6897,458423.1622,401479.3289,426033.0896,401462.7232,398604.1331,376422.1957,368452.8876,385302.1015,436474.3582,405311.3489,406464.3511,433355.7216,410694.8462,436465.19,395614.9889,368522.6957,433020.4006,342702.2063,371207.5261,406597.6952,410423.0396,403273.9126,402876.1673,467069.0644,397176.2634,412416.6441,405032.1497,425840.6603,376988.03,367846.0406,386504.675,381236.6014,408817.6059,387192.8973,489447.55,503175.5567,467101.1056,657114.4227,498301.1586,416503.4862,446821.4007,428214.2572,379938.8212,398162.8391,402592.3095,391588.9497,389904.5398,420651.2569,393078.2906,415074.1344,389625.4233
