RT [min],CCS,m/z meas.,Original annotation,Molecular Formula,Annotations,AQ,Name for process,Ions,ID library,Positive id forms,Positive id forms formatted,ID confidence,Annotation Source,mSigma,MS/MS score,mz,BlankC1,BlankC2,BlankC3,BlankC4,BlankC5,BlankC6,QC01,QC02,QC03,E3,E6,F3,F5,F4,E2,QC04,F2,F1,F6,E5,E4,E1,QC05
1.09,234,571.28694,LPI 16:0,C25H49O12P,Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp,10121,LPI 16:0_571.287_1.09_[M-H]-_low,[M-H]-,Spectral Library,1,1,low,MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp,84.4,849,-3.005,0,0,0,0,0,0,26905,24426,26725,53165,38352,48294.8,41755,47855,33081,27613,79340,31949,40575,49205,48748,38464,31873
1.49,240.8,599.31993,LPI 18:0,C27H53O12P,Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp,20221,LPI 18:0_599.32_1.49_[M-H]-_Medium,[M-H]-,Spectral Library,3,3,Medium,MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp,19.6,852,-0.687,2345,3210,3738,2355,2842,2883,489968,525562,524241,1109441,741146,916195,882595,1095619,420456,558037,1216114,560340,826307,944547,1133759,567485,700575
1.53,245.1,625.33323,LPI 20:1,C29H55O12P,"Lipid Species, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp",10120,LPI 20:1_625.333_1.53_[M-H]-_low,[M-H]-,Lipid Species,1,1,low,,61,1000,-4.204,0,0,0,0,0,0,11537,13355,14710,21599,15859,20340,18317,19076,16942,14962,35681,12611,16015,16693,20974,14311,16083
1.16,243.8,623.3179,LPI 20:2,C29H53O12P,Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp,10221,LPI 20:2_623.318_1.16_[M-H]-_low,[M-H]-,Spectral Library,2,2,low,MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp,34.2,918.4,-3.586,0,0,0,0,0,1552,10389,11520,11983,0,9758,21198.6,15578,17800,12799,0,48193,9798,14624,15911,0,8565,13038
0.9,241.1,619.2876,LPI 20:4,C29H49O12P,Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp,20211,LPI 20:4_619.288_0.9_[M-H]-_low,[M-H]-,Spectral Library,2,2,low,MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp,34.8,654.4,-1.628,0,0,0,0,0,0,25225,28038,29589,50584,49562,91696.4,82309,75816,49345,33414,162405,44106,93846,87434,51868,34260,33210
1.06,247.5,647.31897,LPI 22:4,C31H53O12P,Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp,20111,LPI 22:4_647.319_1.06_[M-H]-_low,[M-H]-,Spectral Library,1,1,low,MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp,59.4,668.7,-1.761,0,0,0,0,0,0,9497,9352,9343,11392,12446,20918.4,18085,17162,15799,8993,38833,11038,19474,17226,12029,10703,11722
0.86,244.9,643.28741,LPI 22:6,C31H49O12P,Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp,10221,LPI 22:6_643.287_0.86_[M-H]-_low,[M-H]-,Spectral Library,2,2,low,MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp,39.5,737.2,-2.29,0,0,0,0,0,0,9345,7978,7001,15998,19376,25795.8,22013,18545,19811,0,43856,16746,27819,28171,15369,16266,8604
1.56,233,550.31356,LPS 20:1,C26H50NO9P,"Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Lipid Species, Lipid Species",10111,LPS 20:1_550.314_1.56_[M-H]-_low,[M-H]-,Lipid Species,0,0,low,,78.4,654.1,-2.934,0,0,0,0,0,0,10463,11187,11379,18898,13127,13118.4,11189,14531,17402,11889,19832,8186,11854,11196,16854,7061,11545
2.11,242.4,580.36077,LPS 22:0,C28H56NO9P,"Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Lipid Species",10120,LPS 22:0_580.361_2.11_[M-H]-_low,[M-H]-,Lipid Species,1,1,low,,84.2,873.9,-2.175,0,0,0,0,0,0,41691,41516,42718,50787,43842,48789.6,62446,62623,25596,44819,45021,24807,49051,39027,45444,23870,42720
2.33,248.5,608.39134,LPS 24:0,C30H60NO9P,Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp,10111,LPS 24:0_608.391_2.33_[M-H]-_low,[M-H]-,Spectral Library,0,0,low,MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp,87.5,641.9,-3.143,0,1720,0,0,0,3036,22786,25873,22135,27082,23138,25039.8,29951,35301,11394,25432,25071,14585,20291,20566,28640,12870,23494
2.11,246,606.37598,LPS 24:1,C30H58NO9P,Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp,10121,LPS 24:1_606.376_2.11_[M-H]-_low,[M-H]-,Spectral Library,1,1,low,MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp,65.1,739.6,-2.49,0,0,2878,0,0,0,52139,46218,45816,66507,38976,56808.4,54891,66962,44443,52253,74060,33005,55124,29594,51984,30871,51358
3.99,319.6,962.6867,PC 10:0_36:6,C54H96NO8P,"Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp",20212,PC 10:0_36:6_962.687_3.99_[M+HCOOH-H]-_Medium,[M+HCOOH-H]-,Spectral Library,3,3,Medium,MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp,35.1,552.3,1.184,0,0,0,0,0,0,25063,21784,31658,29165,24747,30001.4,32759,32565,27584,33338,31771,22319,30593,26347,30654,31399,35240
2.44,280.7,760.51242,PC 11:0_20:2,C39H74NO8P,"Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp",20122,PC 11:0_20:2_760.512_2.44_[M+HCOOH-H]-_Medium,[M+HCOOH-H]-,Spectral Library,3,3,Medium,MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp,56.4,757.8,-1.492,0,0,0,0,0,0,70885,115020,90146,97047,0,111435,122049,130599,79157,96907,126553,83722,94252,70970,89249,84896,89132
3.71,317.7,960.6706,PC 12:0_34:7,C54H94NO8P,"Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp",20112,PC 12:0_34:7_960.671_3.71_[M+HCOOH-H]-_low,[M+HCOOH-H]-,Spectral Library,2,2,low,MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp,137.7,602.3,0.725,753,0,0,0,758,494,22012,18833,19181,24190,18971,19735,19956,20400,25921,18228,20707,18392,19220,15512,25255,20699,17843
2.37,275.6,720.48248,PC 13:0_15:1,C36H70NO8P,"Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp",20221,PC 13:0_15:1_720.482_2.37_[M+HCOOH-H]-_Medium,[M+HCOOH-H]-,Spectral Library,3,3,Medium,MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp,22.6,715.2,0.521,2447,0,3013,0,0,0,105671,103191,121249,116831,100663,106604,96750,109084,137638,107585,120693,93238,113255,104052,120952,125265,126525
2.57,277.7,722.49693,PC 14:0/14:0,C36H72NO8P,"Lipid Species, Lipid Species, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Lipid Species",20212,PC 14:0/14:0_722.497_2.57_[M+HCOO]-_High,[M+HCOO]-,Lipid Species,3,3,High,,31.3,703.1,-1.207,0,0,0,0,0,0,549747,546879,476573,463256,503527,673414,734015,682988,393131,549773,653941,603656,692470,475115,455923,422653,531318
2.72,280.4,736.51203,PC 14:0_15:0,C37H74NO8P,"Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp",20222,PC 14:0_15:0_736.512_2.72_[M+HCOOH-H]-_High,[M+HCOOH-H]-,Spectral Library,4,4,High,MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp,35.7,763.8,-1.878,0,0,0,0,0,0,191839,181053,165739,148373,146808,195807.6,178977,222245,123957,164422,170689,186508,220619,138833,136165,121545,168197
2.61,281.6,748.51415,PC 14:0_16:1,C38H74NO8P,Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp,20212,PC 14:0_16:1_748.514_2.61_[M+HCOOH-H]-_Medium,[M+HCOOH-H]-,Spectral Library,3,3,Medium,MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp,21.8,651.3,0.931,0,0,0,0,0,0,1288747,1298220,1302254,1463059,1279687,1290584.8,1198513,1246996,1292621,1305355,1401625,1167063,1438727,1240212,1258479,1213835,1281689
3.12,307.7,904.60689,PC 14:0_28:7,C50H86NO8P,"Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp",20212,PC 14:0_28:7_904.607_3.12_[M+HCOOH-H]-_Medium,[M+HCOOH-H]-,Spectral Library,3,3,Medium,MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp,11.6,606.6,-0.464,0,0,0,0,0,0,64827,71839,76045,73710,74533,77428,88647,70442,82514,74396,72107,64393,91551,76502,75066,70783,65321
3.05,286.2,764.54295,PC 15:0_16:0,C39H78NO8P,Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp,10222,PC 15:0_16:0_764.543_3.05_[M+HCOOH-H]-_Medium,[M+HCOOH-H]-,Spectral Library,3,3,Medium,MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp,34.1,806.4,-2.222,0,0,1027,0,0,0,328456,316583,288692,288212,292709,357401,346926,331868,270015,324763,303265,364971,439975,270537,303073,288968,292427
2.75,284.6,762.52835,PC 15:0_16:1,C39H76NO8P,"Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp",20222,PC 15:0_16:1_762.528_2.75_[M+HCOOH-H]-_High,[M+HCOOH-H]-,Spectral Library,4,4,High,MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp,41.7,819.3,-0.99,0,765,0,970,0,0,395794,358627,383646,446175,359660,382279,366506,388658,441677,373194,386847,342003,427381,382345,413305,395298,393052
3.06,291,797.60453,PC 15:0_18:1(d7)(is),C41D7H73NO8P,Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp,20222,PC 15:0_18:1(d7)(is)_797.605_3.06_[M+HCOOH-H]-_High,[M+HCOOH-H]-,Spectral Library,4,4,High,MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp,36.9,808,0.734,7446813,8097532,7404124,8345170,8649479,7492679,783875,899249,834927,689262,880210,916635.2,891150,772903,791166,804523,842509,1074833,1001781,875984,862887,911708,839559
2.67,287.7,786.52766,PC 15:1_18:2,C41H76NO8P,"Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp",20122,PC 15:1_18:2_786.528_2.67_[M+HCOOH-H]-_Medium,[M+HCOOH-H]-,Spectral Library,3,3,Medium,MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp,52.7,757.8,-1.984,0,0,0,0,0,0,84580,91103,92501,102255,121497,84087,99608,86145,101571,91153,68386,78775,87521,109323,98107,114575,103160
3.21,289.8,778.562,PC 16:0/16:0,C40H80NO8P,"Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Lipid Species, Lipid Species",10212,PC 16:0/16:0_778.562_3.21_[M+HCOO]-_Medium,[M+HCOO]-,Lipid Species,2,2,Medium,,16.9,646.9,2.581,12822,22427,28000,0,0,0,2172263,1881614,2046680,2070532,1918296,2112624.6,1980487,1915634,2018615,2037667,2189037,2259789,2218176,1974685,2136763,2200040,2232869
3.32,288.9,778.55991,PC 16:0_16:0,C40H80NO8P,Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp,20222,PC 16:0_16:0_778.56_3.32_[M+HCOOH-H]-_High,[M+HCOOH-H]-,Spectral Library,4,4,High,MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp,37.4,876.7,-0.455,0,0,0,0,0,0,317586,312861,285299,324573,302176,329301.4,305314,294752,339951,309271,337186,386482,322773,346263,368971,336666,323349
2.94,287.6,776.54559,PC 16:0_16:1,C40H78NO8P,"Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Lipid Species, Lipid Species, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp",20212,PC 16:0_16:1_776.546_2.94_[M+HCOO]-_High,[M+HCOO]-,Lipid Species,3,3,High,,21.5,720.7,1.261,3766,8531,0,0,0,0,1826309,1901016,1884282,1502711,1807728,2071648.4,2021216,1973605,1536794,1862292,1975698,2254751,2132972,1803723,1684846,1701916,1787269
2.8,286.1,774.52924,PC 16:0_16:2,C40H76NO8P,"Lipid Species, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Lipid Species, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp",20212,PC 16:0_16:2_774.529_2.8_[M+HCOO]-_High,[M+HCOO]-,Lipid Species,3,3,High,,34.9,771.4,0.13,0,0,0,0,0,0,568068,545842,528277,549598,725814,593850.6,615848,556016,592860,563078,496760,581414,719215,650797,632987,574474,538785
3.34,291.5,792.57529,PC 16:0_17:0,C41H82NO8P,Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp,20222,PC 16:0_17:0_792.575_3.34_[M+HCOOH-H]-_High,[M+HCOOH-H]-,Spectral Library,4,4,High,MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp,32,810.1,-0.906,0,1868,1984,0,0,0,403477,442129,391962,377524,402111,427565.4,455369,416508,395541,404959,370203,404929,490818,420522,408751,396731,442279
3.43,292,792.57568,PC 16:0_17:0,C41H82NO8P,"Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp",20212,PC 16:0_17:0_792.576_3.43_[M+HCOOH-H]-_Medium,[M+HCOOH-H]-,Spectral Library,3,3,Medium,MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp,23.9,695.5,-0.411,846,0,0,0,0,0,0,184682,177153,182361,0,196347.6,225908,212617,0,203839,0,254919,288294,195262,184021,193810,190914
3.24,293.5,804.57784,PC 16:0_18:1,C42H82NO8P,"Lipid Species, Lipid Species, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp",10112,PC 16:0_18:1_804.578_3.24_[M+HCOO]-_low,[M+HCOO]-,Lipid Species,1,1,low,,58.6,656.2,2.592,45999,78158,102643,4004,5814,4193,3914511,3750935,4045832,3146003,3863959,3961726.2,3697915,3768083,3493003,4069119,3399006,4390923,4552704,4368340,3248661,4096878,3758112
3.71,292.7,804.57664,PC 16:0_18:1,C42H82NO8P,"Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp",20112,PC 16:0_18:1_804.577_3.71_[M+HCOOH-H]-_low,[M+HCOOH-H]-,Spectral Library,2,2,low,MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp,91.2,680.5,0.779,595,0,0,0,565,0,41842,72163,86432,72752,75073,15388.2,76941,0,70634,72738,0,0,0,69055,47420,0,66665
4.53,293.3,804.57468,PC 16:0_18:1,C42H82NO8P,"Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp, Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp",20112,PC 16:0_18:1_804.575_4.53_[M+HCOOH-H]-_low,[M+HCOOH-H]-,Spectral Library,2,2,low,MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp,137,635.4,-1.678,0,0,0,0,0,0,23277,0,20713,34525,28222,13505.6,19372,24809,0,23013,0,23347,0,0,22225,22473,26466
4.69,293.2,804.57576,PC 16:0_18:1,C42H82NO8P,Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp,20122,PC 16:0_18:1_804.576_4.69_[M+HCOOH-H]-_Medium,[M+HCOOH-H]-,Spectral Library,3,3,Medium,MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp,134.6,738.2,-0.275,0,0,0,0,0,0,25295,21155,27662,0,0,18488,23645,25702,30003,26565,0,15269,27824,25345,0,0,28679
2.75,293.1,820.56958,PC 16:0_18:1;O,C42H82NO9P,Spectral Library - MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp,20212,PC 16:0_18:1;O_820.57_2.75_[M+HCOOH-H]-_Medium,[M+HCOOH-H]-,Spectral Library,3,3,Medium,MSDIAL-TandemMassSpectralAtlas-VS69-Neg.msp,35.1,671.1,-1.48,0,0,0,0,0,0,187035,154949,175477,208857,185726,151366.4,135807,156143,221912,181144,172713,144594,147575,173497,200544,194984,175351
